,meta_cat,organization,n_units,description,cost,fair_value
982,CORPORATE BONDS ,Royal Bank of Canada,"817,000","2.364% due September 21, 2017","817,000","814,721"
983,CORPORATE BONDS ,Royal Bank of Canada,"777,000","2.26% due March 12, 2018","779,587","765,879"
984,CORPORATE BONDS ,Royal Bank of Canada,"332,000","3.77% due March 30, 2018","331,960","348,175"
985,CORPORATE BONDS ,Royal Bank of Canada,"800,000","2.82% due July 12, 2018","799,816","804,555"
986,CORPORATE BONDS ,Royal Bank of Canada,"440,000","2.89% due October 11, 2018","439,960","441,180"
987,CORPORATE BONDS ,Royal Bank of Canada,"788,000","2.77% due December 11, 2018","787,669","784,074"
988,CORPORATE BONDS ,Royal Bank of Canada,"468,000","2.98% due May 07, 2019","468,000","468,563"
989,CORPORATE BONDS ,Royal Bank of Canada,"1,035,000","Callable 4.35% due June 15, 2020","1,058,457","1,071,527"
990,CORPORATE BONDS ,Royal Bank of Canada,"491,000","Callable 3.18% due November 02, 2020","490,888","501,457"
991,CORPORATE BONDS ,Royal Bank of Canada,"500,000","Callable 2.99% due December 06, 2024","504,000","491,913"
992,CORPORATE BONDS ,Royal Bank of Canada,"228,000","4.93% due July 16, 2025","229,574","245,615"
993,CORPORATE BONDS ,Scotiabank Capital Trust,"400,000","Callable 5.65% due December 31, 2036","408,248","439,664"
994,CORPORATE BONDS ,Scotiabank Tier 1 Trust,"58,000","Callable 7.802% due June 30, 2019","58,000","69,904"
995,CORPORATE BONDS ,Shaw Communications Inc.,"500,000","5.70% due March 02, 2017","539,675","546,222"
996,CORPORATE BONDS ,Shaw Communications Inc.,"905,000","5.65% due October 01, 2019","971,543","995,666"
997,CORPORATE BONDS ,Shaw Communications Inc.,"589,000","5.50% due December 07, 2020","647,975","642,341"
998,CORPORATE BONDS ,Shaw Communications Inc.,"207,000","6.75% due November 09, 2039","203,968","230,976"
999,CORPORATE BONDS ,Shoppers Drug Mart Corporation,"16,000","2.01% due May 24, 2016","15,997","15,992"
1000,CORPORATE BONDS ,Shoppers Drug Mart Corporation,"34,000","2.36% due May 24, 2018","33,987","33,324"
1001,CORPORATE BONDS ,Simon Fraser University,"298,000","5.613% due June 10, 2043","346,284","339,552"
1002,CORPORATE BONDS ,SNC-Lavalin Group Inc.,"44,000","6.19% due July 03, 2019","44,000","49,132"
1003,CORPORATE BONDS ,SNC-Lavalin Innisfree McGill Finance Inc.,"399,000","6.632% due June 30, 2044","453,766","464,561"
1004,CORPORATE BONDS ,Sobeys Inc.,"47,000","3.52% due August 08, 2018","46,981","47,401"
1005,CORPORATE BONDS ,Sobeys Inc.,"109,000","Callable 4.70% due August 08, 2023","109,000","108,475"
1006,CORPORATE BONDS ,Sobeys Inc.,"250,000","6.06% due October 29, 2035","281,250","258,354"
1007,CORPORATE BONDS ,Sobeys Inc.,"20,000","6.64% due June 07, 2040","19,990","22,084"
1008,CORPORATE BONDS ,SP Limited Partnership/SP1 Limited Partnership,"179,341","3.21% due June 15, 2019","179,341","177,035"
1009,CORPORATE BONDS ,Spy Hill Power LP,"32,588","4.14% due March 31, 2036","32,590","30,433"
1010,CORPORATE BONDS ,The Standard Life Assurance Company of Canada,"44,000","Callable 3.938% due September 21, 2022","44,000","45,496"
1011,CORPORATE BONDS ,Sun Life Assurance Company of Canada,"250,000","6.30% due May 15, 2028","289,198","284,555"
1012,CORPORATE BONDS ,Sun Life Capital Trust,"258,000","Callable 7.093% due June 30, 2032","312,517","306,352"
1013,CORPORATE BONDS ,Sun Life Capital Trust II,"527,000","Callable 5.863% due December 31, 2019","550,150","590,136"
1014,CORPORATE BONDS ,Sun Life Financial Inc.,"48,000","5.70% due July 02, 2019","47,967","54,115"
1015,CORPORATE BONDS ,Sun Life Financial Inc.,"67,000","4.57% due August 23, 2021","66,973","71,105"
1016,CORPORATE BONDS ,Sun Life Financial Inc.,"206,000","Callable 4.38% due March 02, 2022","205,955","217,536"
1017,CORPORATE BONDS ,Sun Life Financial Inc.,"79,000","Callable 5.59% due January 30, 2023","78,952","87,050"
1018,CORPORATE BONDS ,Sun Life Financial Inc.,"31,000","Callable 4.80% due November 23, 2035","31,015","32,421"
1019,CORPORATE BONDS ,Sun Life Financial Inc.,"400,000","Callable 4.95% due June 01, 2036","412,843","423,958"
1020,CORPORATE BONDS ,Sun Life Financial Inc.,"92,000","Callable 5.40% due May 29, 2042","91,891","95,987"
1021,CORPORATE BONDS ,Suncor Energy Inc.,"418,000","5.80% due May 22, 2018","465,724","467,814"
1022,CORPORATE BONDS ,Suncor Energy Inc.,"223,000","5.39% due March 26, 2037","238,551","235,097"
1023,CORPORATE BONDS ,TD Capital Trust III*,"400,000","Callable 7.243% due December 31, 2018","446,288","474,972"
1024,CORPORATE BONDS ,TD Capital Trust IV*,"200,000","Callable 9.523% due June 30, 2019","257,706","257,010"
1025,CORPORATE BONDS ,TD Capital Trust IV*,"402,000","Callable 6.631% due June 30, 2021","441,500","467,504"
1026,CORPORATE BONDS ,TD Capital Trust IV*,"200,000","Callable 10.00% due June 30, 2039","299,380","274,205"
1027,CORPORATE BONDS ,TELUS Communications Inc.,"280,000","9.65% due April 08, 2022","419,929","383,890"
1028,CORPORATE BONDS ,TELUS Communications Inc.,"131,000","8.80% due September 22, 2025","188,419","178,630"
1029,CORPORATE BONDS ,TELUS Corporation,"252,000","5.95% due April 15, 2015","251,740","265,265"
1030,CORPORATE BONDS ,TELUS Corporation,"128,000","3.65% due May 25, 2016","127,525","132,857"
1031,CORPORATE BONDS ,TELUS Corporation,"366,000","4.95% due March 15, 2017","388,349","395,107"
1032,CORPORATE BONDS ,TELUS Corporation,"548,000","5.05% due December 04, 2019","581,019","596,181"
1033,CORPORATE BONDS ,TELUS Corporation,"346,000","5.05% due July 23, 2020","345,887","375,823"
1034,CORPORATE BONDS ,TELUS Corporation,"46,000","3.60% due January 26, 2021","45,869","45,747"
1035,CORPORATE BONDS ,TELUS Corporation,"33,000","Callable 3.35% due March 15, 2023","32,961","30,798"
1036,CORPORATE BONDS ,TELUS Corporation,"405,000","Callable 3.35% due April 01, 2024","405,874","370,730"
1037,CORPORATE BONDS ,TELUS Corporation,"246,000","Callable 4.40% due April 01, 2043","245,429","216,896"
1038,CORPORATE BONDS ,TELUS Corporation,"109,000","Callable 5.15% due November 26, 2043","108,455","108,248"
1039,CORPORATE BONDS ,Teranet Holdings LP,"190,000","3.531% due December 16, 2015","190,000","195,520"
1040,CORPORATE BONDS ,Teranet Holdings LP,"509,000","4.807% due December 16, 2020","529,912","539,812"
1041,CORPORATE BONDS ,Teranet Holdings LP,"156,000","5.754% due December 17, 2040","156,000","161,731"
1042,CORPORATE BONDS ,Teranet Holdings LP,"88,000","6.10% due June 17, 2041","87,961","95,718"
1043,CORPORATE BONDS ,Terasen Gas Inc.,"177,000","10.30% due September 30, 2016","255,299","214,499"
1044,CORPORATE BONDS ,Terasen Gas Inc.,"58,000","5.90% due February 26, 2035","61,828","67,880"
1045,CORPORATE BONDS ,Terasen Gas Inc.,"119,000","5.55% due September 25, 2036","121,258","134,179"
1046,CORPORATE BONDS ,Terasen Gas Inc.,"98,000","6.05% due February 15, 2038","97,932","116,305"
1047,CORPORATE BONDS ,Terasen Gas Vancouver Island Inc.,"35,000","5.20% due December 06, 2040","34,900","37,421"
1048,CORPORATE BONDS ,Terasen Pipelines (Corridor) Inc.,"44,000","5.033% due February 02, 2015","45,389","45,493"
1049,CORPORATE BONDS ,Thomson Reuters Corporation,"512,000","6.00% due March 31, 2016","554,500","554,286"
1050,CORPORATE BONDS ,Thomson Reuters Corporation,"92,000","3.369% due May 23, 2019","92,000","91,676"
1051,CORPORATE BONDS ,Thomson Reuters Corporation,"262,000","4.35% due September 30, 2020","262,050","271,096"
1052,CORPORATE BONDS ,Tim Hortons Inc.,"114,000","4.20% due June 01, 2017","114,896","119,573"
1053,CORPORATE BONDS ,Tim Hortons Inc.,"44,000","Callable 4.52% due December 01, 2023","43,989","43,459"
1054,CORPORATE BONDS ,TMX Group Limited,"58,000","3.253% due October 03, 2018","58,000","58,283"
1055,CORPORATE BONDS ,TMX Group Limited,"89,000","Callable 4.461% due October 03, 2023","89,000","88,254"
1056,CORPORATE BONDS ,Toronto Hydro Corporation,"220,000","5.15% due November 14, 2017","219,778","242,411"
1057,CORPORATE BONDS ,Toronto Hydro Corporation,"52,000","4.49% due November 12, 2019","51,988","56,146"
1058,CORPORATE BONDS ,Toronto Hydro Corporation,"84,000","3.54% due November 18, 2021","83,958","84,450"
1059,CORPORATE BONDS ,Toronto Hydro Corporation,"90,000","Callable 2.91% due April 10, 2023","89,985","83,580"
1060,CORPORATE BONDS ,Toronto Hydro Corporation,"20,000","5.54% due May 21, 2040","19,985","22,725"
1061,CORPORATE BONDS ,Toronto Hydro Corporation,"79,000","Callable 3.96% due April 09, 2063","78,915","67,334"
1062,CORPORATE BONDS ,The Toronto-Dominion Bank*,"866,000","2.948% due August 02, 2016","874,400","889,668"
1063,CORPORATE BONDS ,The Toronto-Dominion Bank*,"461,000","2.433% due August 15, 2017","461,000","462,193"
1064,CORPORATE BONDS ,The Toronto-Dominion Bank*,"474,000","2.171% due April 02, 2018","474,000","466,673"
1065,CORPORATE BONDS ,The Toronto-Dominion Bank*,"500,000","Callable 5.48% due April 02, 2020","542,610","522,897"
1066,CORPORATE BONDS ,The Toronto-Dominion Bank*,"252,000","Callable 3.367% due November 02, 2020","252,000","258,260"
1067,CORPORATE BONDS ,The Toronto-Dominion Bank*,"800,000","Callable 4.779% due December 14, 2105","787,832","855,544"
1068,CORPORATE BONDS ,The Toronto-Dominion Bank*,"1,250,000","Callable 5.763% due December 18, 2106","1,369,730","1,386,680"
1069,CORPORATE BONDS ,Toyota Credit Canada Inc,"127,000","2.80% due November 21, 2018","126,964","126,766"
1070,CORPORATE BONDS ,Toyota Credit Canada Inc,"97,000","3.55% due February 22, 2016","96,935","100,506"
1071,CORPORATE BONDS ,Toyota Credit Canada Inc,"42,000","2.45% due February 27, 2017","41,996","42,431"
1072,CORPORATE BONDS ,Toyota Credit Canada Inc,"95,000","2.20% due October 19, 2017","94,906","94,077"
1073,CORPORATE BONDS ,Toyota Credit Canada Inc,"92,000","2.75% due July 18, 2018","91,987","92,132"
1074,CORPORATE BONDS ,Trans Quebec & Maritimes Pipeline Inc.,"36,000","4.25% due September 15, 2017","35,951","37,884"
1075,CORPORATE BONDS ,TransAlta Corporation,"115,000","6.40% due November 18, 2019","114,664","124,427"
1076,CORPORATE BONDS ,TransAlta Corporation,"92,000","5.00% due November 25, 2020","91,555","91,437"
1077,CORPORATE BONDS ,TransAlta Corporation,"192,000","6.90% due November 15, 2030","215,651","190,054"
1078,CORPORATE BONDS ,TransCanada PipeLines Limited,"50,000","11.90% due August 20, 2015","78,771","57,748"
1079,CORPORATE BONDS ,TransCanada PipeLines Limited,"167,000","4.65% due October 03, 2016","175,564","179,069"
1080,CORPORATE BONDS ,TransCanada PipeLines Limited,"129,000","5.10% due January 11, 2017","134,668","140,554"
1081,CORPORATE BONDS ,TransCanada PipeLines Limited,"175,000","9.45% due March 20, 2018","251,682","218,730"
1082,CORPORATE BONDS ,TransCanada PipeLines Limited,"292,000","3.65% due November 15, 2021","300,958","294,859"
1083,CORPORATE BONDS ,TransCanada PipeLines Limited,"197,000","Callable 3.69% due July 19, 2023","196,984","193,331"
1084,CORPORATE BONDS ,TransCanada PipeLines Limited,"50,000","Callable 7.31% due January 15, 2027","62,377","63,343"
1085,CORPORATE BONDS ,TransCanada PipeLines Limited,"200,000","Callable 7.90% due April 15, 2027","264,789","267,590"
1086,CORPORATE BONDS ,TransCanada PipeLines Limited,"30,000","6.28% due May 26, 2028","32,115","34,818"
1087,CORPORATE BONDS ,TransCanada PipeLines Limited,"61,000","6.89% due August 07, 2028","71,528","74,529"
1088,CORPORATE BONDS ,TransCanada PipeLines Limited,"175,000","8.05% due February 17, 2039","256,512","256,121"
1089,CORPORATE BONDS ,TransCanada PipeLines Limited,"126,000","4.55% due November 15, 2041","125,332","123,175"
1090,CORPORATE BONDS ,Trillium Windpower LP,"65,000","5.803% due February 15, 2033","65,000","64,851"
1091,CORPORATE BONDS ,UMH Energy Partnership,"43,346","7.586% due May 08, 2041","43,346","56,912"
1092,CORPORATE BONDS ,Union Gas Limited,"222,000","11.50% due August 28, 2015","337,706","256,145"
1093,CORPORATE BONDS ,Union Gas Limited,"50,000","4.64% due June 30, 2016","50,182","53,347"
1094,CORPORATE BONDS ,Union Gas Limited,"50,000","5.35% due April 27, 2018","49,935","55,342"
1095,CORPORATE BONDS ,Union Gas Limited,"100,000","8.75% due August 03, 2018","137,746","124,181"
1096,CORPORATE BONDS ,Union Gas Limited,"27,000","4.85% due April 25, 2022","26,949","29,113"
1097,CORPORATE BONDS ,Union Gas Limited,"87,000","Callable 3.79% due July 10, 2023","86,970","85,800"
1098,CORPORATE BONDS ,Union Gas Limited,"100,000","8.65% due November 10, 2025","140,083","138,232"
1099,CORPORATE BONDS ,Union Gas Limited,"259,000","6.05% due September 02, 2038","312,281","310,278"
1100,CORPORATE BONDS ,Union Gas Limited,"68,000","5.20% due July 23, 2040","67,991","73,376"
1101,CORPORATE BONDS ,Union Gas Limited,"85,000","Callable 4.88% due June 21, 2041","84,894","87,619"
1102,CORPORATE BONDS ,University Health Network,"124,515","5.64% due December 08, 2022","143,194","138,438"
1103,CORPORATE BONDS ,University of British Columbia,"84,000","4.817% due July 26, 2035","85,971","87,356"
1104,CORPORATE BONDS ,University of Guelph,"120,000","6.24% due October 10, 2042","148,998","146,230"
1105,CORPORATE BONDS ,University of Ontario Institute of Technology,"136,394","6.351% due October 15, 2034","152,331","147,202"
1106,CORPORATE BONDS ,University of Ottawa,"57,000","6.28% due April 15, 2043","71,235","70,463"
1107,CORPORATE BONDS ,University of Toronto,"63,000","4.251% due December 07, 2051","63,828","57,677"
1108,CORPORATE BONDS ,University of Western Ontario,"268,000","4.798% due May 24, 2047","268,000","269,805"
1109,CORPORATE BONDS ,University of Windsor,"96,000","5.37% due June 29, 2046","96,000","103,476"
1110,CORPORATE BONDS ,Vancouver Fraser Port Authority,"42,000","4.63% due April 20, 2020","42,000","45,437"
1111,CORPORATE BONDS ,Vancouver International Airport Authority,"145,000","5.02% due November 13, 2015","145,000","153,727"
1112,CORPORATE BONDS ,Vancouver International Airport Authority,"50,000","4.424% due December 07, 2018","49,036","53,846"
1113,CORPORATE BONDS ,Vancouver International Airport Authority,"211,000","7.425% due December 07, 2026","270,551","275,378"
1114,CORPORATE BONDS ,Veresen Inc.,"66,000","3.95% due March 14, 2017","65,962","68,230"
1115,CORPORATE BONDS ,Veresen Inc.,"51,000","4.00% due November 22, 2018","50,861","51,889"
1116,CORPORATE BONDS ,VW Credit Canada Inc.,"13,000","2.50% due June 01, 2015","12,998","13,150"
1117,CORPORATE BONDS ,VW Credit Canada Inc.,"67,000","3.60% due February 01, 2016","66,936","69,400"
1118,CORPORATE BONDS ,VW Credit Canada Inc.,"95,000","2.20% due October 11, 2016","94,902","95,478"
1119,CORPORATE BONDS ,VW Credit Canada Inc.,"413,000","2.90% due June 01, 2017","418,040","421,178"
1120,CORPORATE BONDS ,VW Credit Canada Inc.,"112,000","2.45% due November 14, 2017","111,801","111,644"
1121,CORPORATE BONDS ,VW Credit Canada Inc.,"81,000","2.80% due August 20, 2018","80,929","81,106"
1122,CORPORATE BONDS ,Wells Fargo Canada Corporation,"400,000","4.38% due June 30, 2015","426,000","416,077"
1123,CORPORATE BONDS ,Wells Fargo Canada Corporation,"109,000","3.70% due March 30, 2016","108,955","113,359"
1124,CORPORATE BONDS ,Wells Fargo Canada Corporation,"592,000","2.774% due February 09, 2017","592,000","602,984"
1125,CORPORATE BONDS ,Wells Fargo Canada Corporation,"279,000","2.78% due November 15, 2018","278,922","277,282"
1126,CORPORATE BONDS ,Wells Fargo Canada Corporation,"657,000","2.944% due July 25, 2019","655,900","652,778"
1127,CORPORATE BONDS ,Wells Fargo Canada Corporation,"370,000","3.46% due January 24, 2023","373,625","356,920"
1128,CORPORATE BONDS ,Westcoast Energy Inc.,"95,000","3.28% due January 15, 2016","94,917","97,643"
1129,CORPORATE BONDS ,Westcoast Energy Inc.,"275,000","8.50% due September 04, 2018","359,398","335,946"
1130,CORPORATE BONDS ,Westcoast Energy Inc.,"110,000","5.60% due January 16, 2019","109,801","122,179"
1131,CORPORATE BONDS ,Westcoast Energy Inc.,"58,000","4.57% due July 02, 2020","57,995","61,453"
1132,CORPORATE BONDS ,Westcoast Energy Inc.,"26,000","3.883% due October 28, 2021","26,000","26,138"
1133,CORPORATE BONDS ,Westcoast Energy Inc.,"112,000","3.12% due December 05, 2022","111,962","103,796"
1134,CORPORATE BONDS ,Westcoast Energy Inc.,"250,000","7.15% due March 20, 2031","339,975","317,124"
1135,CORPORATE BONDS ,Westcoast Energy Inc.,"40,000","4.791% due October 28, 2041","40,301","39,414"
1136,CORPORATE BONDS ,Wilfrid Laurier University,"36,000","5.429% due February 01, 2045","39,291","39,772"
1137,CORPORATE BONDS ,Windsor Canada Utilities Ltd.,"16,000","4.134% due November 06, 2042","16,000","14,455"
1138,CORPORATE BONDS ,Winnipeg Airports Authority Inc.,"39,000","4.569% due November 20, 2019","39,000","41,914"
1139,CORPORATE BONDS ,Winnipeg Airports Authority Inc.,"45,000","3.039% due April 14, 2023","45,000","41,657"
1140,CORPORATE BONDS ,Winnipeg Airports Authority Inc.,"59,724","5.205% due September 28, 2040","59,958","62,063"
1141,CORPORATE BONDS ,Winnipeg Airports Authority Inc.,"31,713","6.102% due November 20, 2040","31,713","35,441"
1142,CORPORATE BONDS ,York University,"216,000","6.48% due March 07, 2042","278,961","274,044"
1143,Global Bonds ,Great-West Life Capital Trust,"276,000","Callable 7.127% due June 26, 2018","276,000","321,479"
1144,Global Bonds ,"Great-West Lifeco Finance (Delaware), Limited Partnership","200,000","Callable 5.691% due June 21, 2067","192,683","218,842"
1145,Global Bonds ,"Manulife Finance (Delaware), Limited Partnership","65,000","Callable 5.059% due December 15, 2041","64,804","63,086"
1146,CORPORATE BONDS ,BMO Capital Trust II,"87,000","Callable 10.221% due December 31, 2018","87,000","113,720"
1147,FEDERAL BONDS & GUARANTEES ,Broadcast Centre Trust,"488,610","7.53% due May 01, 2027","550,534","617,067"
